property-title,rating,price,price_with_tax,link,Place Name,Latitude,Longitude,Average Rating,Average Price (WON),Link,Phone
,,,,,WE Hotel Jeju,33.2532177,126.5609945,Scored 8.5 8.5,$184,https://www.booking.com/hotel/kr/the-we.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9qZWp1IGlzbGFuZEgxWARooAKIAQGYATG4ARfIAQzYAQHoAQH4AQOIAgGoAgO4Avj6ibYGwAIB0gIkOWVhZDBiMTgtYzMwNC00MTdiLTkwZTAtYWMyN2Y1NGNjYTRk2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-09-19&checkout=2024-09-20&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=7f7ca1fc41b00144&srepoch=1724022138&all_sr_blocks=128027235_325981514_2_2_0&highlighted_blocks=128027235_325981514_2_2_0&matching_block_id=128027235_325981514_2_2_0&sr_pri_blocks=128027235_325981514_2_2_0__25032874&from_sustainable_property_sr=1&from=searchresults,
,,,,,Jeju Bolton Hotel,33.5042779,126.519838,Scored 8.5 8.5,$98,https://www.booking.com/hotel/kr/jejubolteunhotel.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9qZWp1IGlzbGFuZEgxWARooAKIAQGYATG4ARfIAQzYAQHoAQH4AQOIAgGoAgO4Avj6ibYGwAIB0gIkOWVhZDBiMTgtYzMwNC00MTdiLTkwZTAtYWMyN2Y1NGNjYTRk2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-09-19&checkout=2024-09-20&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=7f7ca1fc41b00144&srepoch=1724022138&all_sr_blocks=1113655908_0_2_0_0&highlighted_blocks=1113655908_0_2_0_0&matching_block_id=1113655908_0_2_0_0&sr_pri_blocks=1113655908_0_2_0_0__13337082&from_sustainable_property_sr=1&from=searchresults,
,,,,,Hotel bridge Seogwipo,33.2532177,126.5609945,Scored 8.0 8.0,$41,https://www.booking.com/hotel/kr/hotel-bridge-seogwipo.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9qZWp1IGlzbGFuZEgxWARooAKIAQGYATG4ARfIAQzYAQHoAQH4AQOIAgGoAgO4Avj6ibYGwAIB0gIkOWVhZDBiMTgtYzMwNC00MTdiLTkwZTAtYWMyN2Y1NGNjYTRk2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-09-19&checkout=2024-09-20&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=7f7ca1fc41b00144&srepoch=1724022138&all_sr_blocks=213536918_0_2_0_0&highlighted_blocks=213536918_0_2_0_0&matching_block_id=213536918_0_2_0_0&sr_pri_blocks=213536918_0_2_0_0__5558589&from_sustainable_property_sr=1&from=searchresults,
,,,,,Eastern Hotel Jeju,33.2532177,126.5609945,Scored 7.9 7.9,$34,https://www.booking.com/hotel/kr/ramada-encore-east-seogwipo.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9qZWp1IGlzbGFuZEgxWARooAKIAQGYATG4ARfIAQzYAQHoAQH4AQOIAgGoAgO4Avj6ibYGwAIB0gIkOWVhZDBiMTgtYzMwNC00MTdiLTkwZTAtYWMyN2Y1NGNjYTRk2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-09-19&checkout=2024-09-20&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=7f7ca1fc41b00144&srepoch=1724022138&all_sr_blocks=153186422_380185240_2_2_0&highlighted_blocks=153186422_380185240_2_2_0&matching_block_id=153186422_380185240_2_2_0&sr_pri_blocks=153186422_380185240_2_2_0__4560000&from=searchresults,
,,,,,Y Resort Jeju,33.2926011,126.3476551,Scored 8.7 8.7,$88,https://www.booking.com/hotel/kr/y-resort.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF9qZWp1IGlzbGFuZEgxWARooAKIAQGYATG4ARfIAQzYAQHoAQH4AQOIAgGoAgO4Avj6ibYGwAIB0gIkOWVhZDBiMTgtYzMwNC00MTdiLTkwZTAtYWMyN2Y1NGNjYTRk2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-09-19&checkout=2024-09-20&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=7f7ca1fc41b00144&srepoch=1724022138&all_sr_blocks=49923701_0_2_1_0&highlighted_blocks=49923701_0_2_1_0&matching_block_id=49923701_0_2_1_0&sr_pri_blocks=49923701_0_2_1_0__11961692&from_sustainable_property_sr=1&from=searchresults,
,,,,,하고수동해수욕장,33.4973684,126.9460835,,,,
,,,,,공항,33.4991412,126.4940957,,,,
,,,,,애월 해안도로,33.4796117,126.4164854,,,,
,,,,,비자림,33.4804255,126.8071463,,,,
,,,,,교래자연휴양림,33.4374471,126.6618011,,,,
,,,,,이호해수욕장,33.4851838,126.4605029,,,,
,,,,,제주허브동산,33.324744,126.8152373,,,,
,,,,,한라수목원,33.4695392,126.4907231,,,,
,,,,,비자림,33.4612383,126.798932,,,,
,,,,,절물자연휴양림 ,33.4243152,126.631174,,,,
,,,,,협재해수욕장,33.3807275,126.2296422,,,,
,,,,,용왕난드르향토음식,33.2354175,126.3669632,,,,
,,,,,안거리밖거리,33.2442563,126.5641243,,,,
,,,,,협재 해조대팬션 ,33.3938012,126.2405959,,,,
,,,,,코코비치 리조트,33.2410482,126.5316374,,,,
,,,,,비스타케이월드컵,33.2519324,126.5097695,,,,
,,,,,제주공항,33.4865985,126.5135292,,,,
,,,,,비양도,33.4050299,126.2299065,,,,
,,,,,우도,33.501354,126.9576638,,,,
,,,,,제주당처물동굴,33.5573044,126.7855995,,,,
,,,,,동복어촌체험장,33.5556929,126.7188708,,,,
,,,,,옐로우 스토어,33.4255439,126.657114,,,,
,,,,,흙돼지박스,33.436379,126.9203815,,,,
,,,,,흑돼지천국,33.2397517,126.4370133,,,,
,,,,,숲애,33.4355237,126.672805,,,,
,,,,,함덕그때그집,33.5285763,126.6715858,,,,
,,,,,삼다공원,33.4878991,126.5118267,,,,
,,,,,예스렌트카,33.476021,126.4406514,,,,
,,,,,제주공항,33.4975929,126.4941274,,,,
,,,,,소다공,33.4491429,126.8801582,,,,
,,,,,도착,33.4961157,126.4982644,,,,
,,,,,제주공항,33.4844715,126.485999,,,,
,,,,,제주한화리조트,33.4438594,126.6264306,,,,
,,,,,123,33.3660473,126.5472244,,,,
,,,,,위미항활어회센터,33.2715584,126.6629557,,,,
,,,,,제주도,33.432759,126.5155157,,,,
,,,,,웰컴센터,33.4901841,126.5083011,,,,
,,,,,친구집,33.383943,126.2280103,,,,
,,,,,협재해수욕장,33.394261,126.2399011,,,,
,,,,,우진해장국,70.223,120.111,,,,
,,,,,우진해장국23,70.223,120.111,,,,
,,,,,우리집,33.4064907,126.5222816,,,,
,,,,,비밀의집,33.3397138,126.5161513,,,,
,,,,,친구네집,33.47793,126.6455142,,,,
,,,,,모텔,33.489218,126.4998152,,,,
,,,,,우진해장국23,70.223,120.111,,,,
,,,,,친구집,33.5325577,126.672636,,,,
,,,,,우리집,33.477033,126.357484,,,,
,,,,,칠십리 시공원,33.2459749,126.5547713,,,,
,,,,,지후 스팟,33.5259411,126.7743529,,,,
,,,,,황금손가락,126.382101,33.406249,,,,
,,,,,친구집,33.4389614,126.9188933,,,,
,,,,,우진해장국,70.223,120.111,,,,
,,,,,친구1집,33.4658459,126.496526,,,,
,,,,,우진해장국,70.223,120.111,,,,
,,,,,하나로마트 성산점,33.4469646,126.9127044,,,,
,,,,,엘로우스토어,33.4240549,126.6326587,,,,
,,,,,고기국수,33.5079017,126.5324645,,,,
,,,,,제주시청,33.4991228,126.5301048,,,,
,,,,,우진해장국23,70.223,120.111,,,,
,,,,,키아오라 리조트,33.4342904,126.9046476,,,,
,,,,,자매국수,33.5080485,126.5323443,,,,
,,,,,우도,33.5054154,126.9631551,,,,
,,,,,성산일출봉,33.4528242,126.9212522,,,,
,,,,,제주관광공사 샘플,33.4282506,126.3916531,,,,
,,,,,수복강녕,126.362101,33.406247,,,,
,,,,,오설록 옆집,33.3049051,126.3603952,,,,
,,,,,외할아버지집,33.3406641,126.3710805,,,,
,,,,,에코랜드,33.4554716,126.6660599,,,,
,,,,,세화그때그집,33.5271076,126.8548165,,,,
,,,,,우진해장국,70.223,120.111,,,,
,,,,,우진해장국,33.3871059,126.5841517,,,,
,,,,,갑마장길,33.3856307,126.7388614,,,,
,,,,,제주공항,33.4886622,126.4831946,,,,
,,,,,협재해수욕장,33.3794645,126.2450381,,,,
,,,,,벨류호텔,33.2513125,126.5102987,,,,
,,,,,제주 공룡랜드,33.4401626,126.4369426,,,,
,,,,,섭지코지,33.4131815,126.9434003,,,,
,,,,,예그리나리조트,33.5559295,126.7290675,,,,
,,,,,제주공항,33.5066743,126.492329,,,,
,,,,,쉬멍게스트하우스,33.4784381,126.37225,,,,
,,,,,올티스 다원,33.4629369,126.7174761,,,,
,,,,,제주공항,33.5047369,126.4923719,,,,
,,,,,성산바다,33.4353623,126.9127449,,,,
,,,,,해녀밥상,33.4366588,126.9196213,,,,
,,,,,제주공항,33.5068975,126.4931878,,,,
,,,,,공항,33.5065935,126.4928303,,,,
,,,,,오설록,33.2952793,126.2888604,,,,
,,,,,탐라렌트카,33.504927,126.4966936,,,,
,,,,,영해식당,33.2214019,126.2524863,,,,
,,,,,제주한화리조트,33.4482999,126.6376619,,,,
,,,,,비스타케이호텔,33.2785158,126.5275284,,,,
,,,,,비스타케이호텔,33.2440706,126.5591667,,,,
,,,,,비스타케이호텔,33.2785158,126.5275284,,,,
,,,,,명송 리조트,33.4346122,126.7358047,,,,
,,,,,우도여행,33.4967503,126.9596949,,,,
,,,,,에코랜드,33.4456932,126.6742543,,,,
,,,,,오설록,33.288643,126.311461,,,,
,,,,,발리 리조트,33.3889876,126.2498654,,,,
,,,,,제주항연안여객선터미널,33.5194961,126.5349714,,,,
,,,,,제주스테이호텔,33.5144537,126.5205641,,,,
,,,,,제주동문재래시장,33.5122385,126.5266831,,,,
,,,,,토끼굴 ,33.540343,126.8262234,,,,
,,,,,행온카페,33.5520698,126.8115599,,,,
,,,,,제주공항,33.4984146,126.4927537,,,,
,,,,,한동올레펜션,33.5356373,126.8211555,,,,
,,,,,명경식당,33.2472653,126.3370152,,,,
,,,,,재암식당,33.3942355,126.2412133,,,,
,,,,,초이호스텔 레이디,33.2471527,126.5578042,,,,
,,,,,평대랑 그네랑,33.5367838,126.8383045,,,,
,,,,,다락마마(숙소),33.5172018,126.8662067,,,,
,,,,,농협 하나로마트,33.5245777,126.853198,,,,
,,,,,삼달리 참꽃네(숙소),33.3710021,126.8623183,,,,
,,,,,올레로펜션(숙소),33.4939429,126.4425896,,,,
,,,,,공항,33.5001577,126.491328,,,,
,,,,,도라지식당,33.4927141,126.505914,,,,
,,,,,진주식당,33.2466038,126.5590756,,,,
,,,,,우디하우스,33.4397047,126.3207189,,,,
,,,,,트라인커피,33.4939397,126.6333026,,,,
,,,,,일루미86,33.5321628,126.5920242,,,,
,,,,,성이시돌목장,33.3470258,126.3274326,,,,
,,,,,위미캔들,33.2761982,126.6783432,,,,
,,,,,제주기역,33.3975754,126.242536,,,,
,,,,,제주공항,33.506792,126.4929682,,,,
,,,,,중문올래게스트하우스,33.2585782,126.4172913,,,,
,,,,,제주공항,33.5069852,126.4928476,,,,
,,,,,오션뷰펜션,33.52516,126.7885445,,,,
,,,,,안녕협재씨,33.3989684,126.2453989,,,,
,,,,,이에스리조트 제주,33.2893719,126.4580858,,,,
,,,,,금오름,33.3536659,126.3061905,,,,
,,,,,서광우리집식당,33.2904838,126.3004762,,,,
,,,,,제주자연사민속박물관,33.5064827,126.5330163,,,,
,,,,,한스패밀리,33.4844972,126.478938,,,,
,,,,,도착,33.5059983,126.492193,,,,
,,,,,정듬식당(정성듬뿍제주),33.5075274,126.5310654,,,,
,,,,,수진돌솥밥,33.2479195,126.5524409,,,,
,,,,,푸르다오션펜션,33.3795583,126.2165496,,,,
,,,,,한림바다체험마을,33.4195577,126.262879,,,,
,,,,,몽구네민박,33.2674813,126.1990941,,,,
,,,,,알동네집,33.3165269,126.2674963,,,,
,,,,,헬스케어타운호텔앤리조트,33.2851192,126.5574303,,,,
,,,,,제주공항,33.5069235,126.4928628,,,,
,,,,,신선식당,33.2252824,126.2522568,,,,
,,,,,제주새마을금고연수원,33.4133575,126.394017,,,,
,,,,,삼다해물뚝배기,33.2543386,126.6161767,,,,
,,,,,해미원 횟집,33.3239958,126.843831,,,,
,,,,,제주공항,33.506662,126.4929751,,,,
,,,,,방주교회,33.3050432,126.3874115,,,,
,,,,,성이시돌목장,33.3469467,126.3273071,,,,
,,,,,제주오프로드,33.4893555,126.7184793,,,,
,,,,,성읍랜드(카트라이더),33.3881115,126.8058202,,,,
,,,,,백약이오름,33.4563393,126.7925369,,,,
,,,,,사려니숲길(사진),33.4222578,126.6268277,,,,
,,,,,월정리해수욕장,33.5534969,126.7974552,,,,
,,,,,세화해수욕장,33.5244241,126.8610964,,,,
,,,,,우도,33.5033385,126.9588142,,,,
,,,,,성산일출봉,33.4583197,126.9392085,,,,
,,,,,섭지코지(산책),33.4283553,126.9301934,,,,
,,,,,간이옥돔역(카페),33.2852341,126.750019,,,,
,,,,,천지연폭포(물놀이),33.2446809,126.5544793,,,,
,,,,,황우지해변,33.2414272,126.5507576,,,,
,,,,,보롬왓(수국),33.4145574,126.7515657,,,,
,,,,,용두암해수랜드,33.5160749,126.5043809,,,,
,,,,,청호식당,33.4108897,126.9075826,,,,
,,,,,해피렌터카,33.4979326,126.4717869,,,,
,,,,,한우궁,33.4908689,126.4977132,,,,
,,,,,제주공항,33.5058061,126.4935107,,,,
,,,,,미라 게스트하우스,33.5076484,126.5084509,,,,
,,,,,마라도가는 여객선,33.2063624,126.2909865,,,,
,,,,,우도등대공원,33.4929123,126.9651314,,,,
,,,,,제주 공항,33.4989513,126.492031,,,,
,,,,,함덕 해수욕장,33.5415462,126.6704142,,,,
,,,,,짱구분식,33.2501625,126.5671488,,,,
,,,,,공항,33.5069651,126.4928907,,,,
,,,,,퍼스트70호텔,33.2470353,126.5668401,,,,
,,,,,로타리과자점,33.2516647,126.5626567,,,,
,,,,,공감,33.3437268,126.6533817,,,,
,,,,,켄싱턴리조트 서귀포점,33.2343946,126.4892032,,,,
,,,,,김해국제공항,35.173114,128.9468004,,,,
,,,,,제주국제공항,33.5063761,126.4926946,,,,
,,,,,airport & rent care,33.500922,126.4923251,,,,
,,,,,제주공항,33.5062535,126.49314,,,,
,,,,,비자림,33.4841934,126.8070695,,,,
,,,,,용눈이오름,33.4589583,126.8322102,,,,
,,,,,까망돼지,33.2573799,126.4134252,,,,
,,,,,금능해수욕장,33.3886892,126.2346305,,,,
,,,,,비자림,33.4733869,126.8139876,,,,
,,,,,웨이브,33.3252602,126.8436965,,,,
,,,,,예촌연수네가든,33.2909659,126.6341598,,,,
,,,,,도착쿠,33.5054733,126.4919554,,,,
,,,,,zzz제주흑돼지,33.487992,126.4962037,,,,
,,,,,공항,33.4941747,126.4913343,,,,
,,,,,더퍼스트70호텔,33.2470804,126.5668101,,,,
,,,,,자전거대여,33.4983804,126.5394997,,,,
,,,,,제주청소년수련원,33.3777096,126.2365028,,,,
,,,,,한담공원(첫째날갈수있음,33.4596445,126.311029,,,,
,,,,,용머리해안 기괴암벽,33.23191,126.3154603,,,,
,,,,,임금님밥상,33.4871374,126.4955073,,,,
,,,,,무안국제공항,34.9935733,126.3881739,,,,
,,,,,꿈에그린펜션,33.2562094,126.4129041,,,,
,,,,,제주 아비앙또,33.4577779,126.9001271,,,,
,,,,,제주국제공항,33.5069547,126.4929072,,,,
,,,,,망고레이,33.4840092,126.4160246,,,,
,,,,,에코랜드,33.44703,126.6713151,,,,
,,,,,제주 사진집,33.2500665,126.3410949,,,,
,,,,,제주공항,33.5070277,126.4928459,,,,
,,,,,오설록티뮤지업,33.3032153,126.2926066,,,,
,,,,,김경숙해바라기농장,33.4775863,126.6280489,,,,
,,,,,쇠소깍(구경),33.2510328,126.6268063,,,,
,,,,,아침미소목장,33.4548342,126.5864531,,,,
,,,,,더포그레이스 (숙소),33.4729021,126.9118857,,,,
,,,,,천제연폭포,33.2498654,126.41299,,,,
,,,,,아쿠와 플라넷 수족관,33.4316759,126.9283529,,,,
,,,,,제주뚝배기 전복뚝배기,33.4601868,126.9318951,,,,
,,,,,MATRO,33.5169237,126.5255138,,,,
,,,,,중문 제이힐&시티 호텔,33.2507361,126.4245574,,,,
,,,,,송악산항 ,33.2069373,126.2907652,,,,
,,,,,삼양해수욕장,33.5258871,126.5867512,,,,
,,,,,아이브리조트,33.2883509,126.4966179,,,,
,,,,,제주공항,33.5043817,126.4925882,,,,
,,,,,왕따나무,33.3510716,126.3485254,,,,
,,,,,성이시돌목장,33.346977,126.3273081,,,,
,,,,,공항,33.5018986,126.4995758,,,,
,,,,,제주공항,33.5014107,126.4892465,,,,
,,,,,하나로마트 성산일출봉점,33.4658272,126.9344896,,,,
,,,,,먹/오후새우시,33.2516014,126.4242772,,,,
,,,,,비앤썬 펜션,33.4333027,126.9227383,,,,
,,,,,제주공항,33.5067537,126.4928668,,,,
,,,,,제주항,33.5217837,126.5396624,,,,
,,,,,제주공항,33.4776351,126.4970995,,,,
,,,,,버드나무집,33.5414763,126.6674255,,,,
,,,,,가라지하우스,33.2317496,126.2956207,,,,
,,,,,성산일출봉,33.4596682,126.9447739,,,,
,,,,,숙소,33.3056538,126.7951466,,,,
,,,,,4.3유적지섯알오름학살터유적비,33.2057335,126.2809807,,,,
,,,,,자매국수,33.5080779,126.5323771,,,,
,,,,,제주인하우스펜션,33.2442527,126.5147256,,,,
,,,,,제주공항,33.5069536,126.4931494,,,,
,,,,,차,33.4939383,126.4914001,,,,
,,,,,무거버거,33.548971,126.6550395,,,,
,,,,,솔동산고기국수,33.2429358,126.5652559,,,,
,,,,,아쿠아플라넷제주입구,33.4345895,126.9250158,,,,
,,,,,공항,33.4980092,126.4968646,,,,
,,,,,제주공항,33.5044484,126.4936898,,,,
,,,,,게스트하우스 에녹,33.528539,126.5895108,,,,
,,,,,이기풍선교기념관,33.4563523,126.6605459,,,,
,,,,,숙소 (에어비엔비),33.2445732,126.5869455,,,,
,,,,,호텔 시리우스,33.4934287,126.4909374,,,,
,,,,,성이시돌 목장,33.3470084,126.327486,,,,
,,,,,공항,33.4933471,126.491407,,,,
,,,,,성산일출봉,33.4437934,126.9319644,,,,
,,,,,한라수목원 ,33.4581789,126.496635,,,,
,,,,,우도,33.4999054,126.9584695,,,,
,,,,,협재해수욕장,33.3715852,126.261662,,,,
,,,,,한라산,33.3749693,126.5209834,,,,
,,,,,제주절물휴양림,33.4241549,126.6243778,,,,
,,,,,수목원테마파크,33.4701559,126.488146,,,,
,,,,,제주공항,33.5002619,126.4899488,,,,
,,,,,명송리조트,33.4347978,126.7354309,,,,
,,,,,채움풀빌라,33.2473802,126.4324221,,,,
,,,,,mj리조트,33.5286872,126.8793975,,,,
,,,,,아리랑렌트카,33.5149608,126.5021045,,,,
,,,,,제주민속촌,33.3217528,126.8416099,,,,
,,,,,솔펜션,33.4862666,126.9028631,,,,
,,,,,피규어 박물관,33.2817516,126.3555068,,,,
,,,,,사려니숲길,33.3303539,126.5521516,,,,
,,,,,문개항아리,33.5534537,126.6439448,,,,
,,,,,아이미제주비치호텔,33.5433127,126.6634124,,,,
,,,,,네이처트레일,33.3826072,126.2253466,,,,
,,,,,제이힐호텔,33.2507771,126.4246882,,,,
,,,,,윈드스톤,33.460696,126.4363692,,,,
,,,,,스시앤,33.4961304,126.5353437,,,,
,,,,,종종식당,33.5136148,126.5029779,,,,
,,,,,용두암,33.5157914,126.5120243,,,,
,,,,,한우궁,33.4908545,126.4976719,,,,
,,,,,제주공항,33.5059343,126.4918604,,,,
,,,,,숙소,33.3442388,126.8540453,,,,
,,,,,미라 게하,33.5112739,126.511139,,,,
,,,,,공항,33.5061166,126.4929814,,,,
,,,,,성산항,33.4710487,126.9296791,,,,
,,,,,하우목동포구,33.5092036,126.9435234,,,,
,,,,,스트로베리필드,33.2488961,126.5627229,,,,
,,,,,놀맨,33.4624278,126.3096003,,,,
,,,,,협재해변,33.3939063,126.2397728,,,,
,,,,,제주엔젤렌트카,33.4963435,126.4930136,,,,
,,,,,제주공항,33.5053054,126.4940244,,,,
,,,,,월령마을 선인장마을 둘째날,33.3773172,126.2157891,,,,
,,,,,이호테우,33.4959053,126.4524519,,,,
,,,,,국수만찬,33.4871603,126.4955037,,,,
,,,,,협재해수욕장 포카리맑은물,33.3945899,126.2398601,,,,
,,,,,만장굴,33.5280662,126.7710062,,,,
,,,,,주상절리,33.2374101,126.4258064,,,,
,,,,,섭지코지 아름다운곳,33.424171,126.9305637,,,,
,,,,,칠돈가 흑돼지 음식점,33.4582746,126.9132926,,,,
,,,,,시옛촌 음식점 전복 아침,33.2492208,126.3008792,,,,
,,,,,제주국제공항,33.5066058,126.4928035,,,,
,,,,,제주공항 도착 ,33.5070371,126.4926047,,,,
,,,,,그랜드 스타렉스 렌트카,33.5033844,126.4934277,,,,
,,,,,신엄리방파제,33.4738891,126.3511839,,,,
,,,,,공항,33.5058878,126.4932425,,,,
,,,,,제주시내,33.4888642,126.4982402,,,,
,,,,,선녀탕(외돌개부근),33.2396654,126.5486914,,,,
,,,,,공항,33.4926477,126.4919938,,,,
,,,,,유재덕의산양산삼해물라면,33.4970161,126.4496976,,,,
,,,,,오션파크,33.478281,126.908118,,,,
,,,,,하도댁흑돼지두루치기,33.5256709,126.8546074,,,,
,,,,,칠돈가 중문점,33.2878218,126.3499706,,,,
,,,,,마이도,33.4790212,126.498988,,,,
,,,,,공항,33.5018596,126.4947533,,,,
,,,,,제주공항,33.5063529,126.493219,,,,
,,,,,퍼스트 70호텔,33.2469713,126.5667237,,,,
,,,,,하워드존슨호텔,33.4900172,126.4926503,,,,
,,,,,궷물오름,33.3967737,126.4066762,,,,
,,,,,w오션펜션,33.2469577,126.431578,,,,
,,,,,더 클리프,33.2444227,126.4149313,,,,
,,,,,올레안뜰(돈까스),33.2371379,126.5129082,,,,
,,,,,크랩잭,33.4854159,126.3818089,,,,
,,,,,마니펜션솔밭점,33.3973297,126.8461877,,,,
,,,,,오설록,33.2991528,126.2902993,,,,
,,,,,미풍해장국,33.4604547,126.9316644,,,,
,,,,,중산간도로,33.2894093,126.5076399,,,,
,,,,,숙소,33.3007244,126.3351574,,,,
,,,,,산방산,33.2370985,126.3185784,,,,
,,,,,모슬포항,33.2133878,126.2548619,,,,
,,,,,협제해수욕장,33.3887933,126.2421548,,,,
,,,,,크랩잭,33.4860954,126.3822612,,,,
,,,,,용두암,33.5156153,126.5118329,,,,
,,,,,하우목동포구,33.5093925,126.9423248,,,,
,,,,,렌트카반납,33.5159432,126.5032261,,,,
,,,,,대구공항,35.8998837,128.6373515,,,,
,,,,,사려니숲길,33.422483,126.62577,,,,
,,,,,칠돈가,33.3236651,126.8453101,,,,
,,,,,기원뚝배기,33.2551778,126.402869,,,,
,,,,,기원뚝배기,33.2581663,126.4022796,,,,
,,,,,제주성안교회,33.4810768,126.5415523,,,,
,,,,,제주국제공항,33.5067154,126.4929745,,,,
,,,,,제주광해 애월점,33.4877009,126.3903816,,,,
,,,,,성판악 입구,33.3848367,126.6198912,,,,
,,,,,제주,33.5087883,126.4950176,,,,
,,,,,제주항,33.5246199,126.5379908,,,,
,,,,,일성 리조트,33.4336535,126.7379624,,,,
,,,,,제주공항-롯데렌터카,33.5034997,126.4906002,,,,
,,,,,켄싱턴 리조트 서귀포,33.2327276,126.4890002,,,,
,,,,,바다요,33.5565443,126.7598986,,,,
,,,,,김녕미로,33.5315306,126.7761368,,,,
,,,,,제이힐호텔,33.2507189,126.4247003,,,,
,,,,,제주공항,33.506749,126.4926727,,,,
,,,,,금오름,33.3545562,126.305862,,,,
,,,,,구이사이 (점심),33.4724795,126.3684359,,,,
,,,,,대평올레펜션,33.2378077,126.3620815,,,,
,,,,,아이미제주비치호텔,33.5434602,126.6633946,,,,
,,,,,이시돌목장,33.3480887,126.3277587,,,,
,,,,,ㅇ,33.4583843,126.4626684,,,,
,,,,,어영공원,33.5173356,126.4862675,,,,
,,,,,배수경갈치요리전문점,33.258344,126.4045709,,,,
,,,,,아이미제주비치호텔,33.543277,126.6634385,,,,
,,,,,R&T호텔,33.5111769,126.52116,,,,
,,,,,숙소,33.3766721,126.7912304,,,,
,,,,,서광뼈국수,33.2891804,126.3218994,,,,
,,,,,아쿠아비치호텔,33.4482778,126.9118983,,,,
,,,,,제주 공항,33.4967527,126.4913951,,,,
,,,,,n109,33.551806,126.7693621,,,,
,,,,,제주공항 도착,33.5014387,126.4926911,,,,
,,,,,항몽유적지,33.4510217,126.4078895,,,,
,,,,,비자림,33.4834598,126.806655,,,,
,,,,,숙소,33.5280481,126.8739049,,,,
,,,,,제주돼지,33.5266808,126.8558791,,,,
,,,,,미풍해장국,33.4604298,126.9316471,,,,
,,,,,성산일출봉,33.4586892,126.9413959,,,,
,,,,,섭지코지,33.4255949,126.93085,,,,
,,,,,플레이스인제주,33.4498856,126.9186604,,,,
,,,,,천지연폭포,33.2438047,126.5554456,,,,
,,,,,농협수련원,33.3107302,126.7855864,,,,
,,,,,정방폭포,33.2444249,126.5730788,,,,
,,,,,김만복김밥(서귀포점),33.233503,126.5063977,,,,
,,,,,저지리예술인마을,33.3400641,126.2675782,,,,
,,,,,제주 아비앙또,33.4578642,126.9002072,,,,
,,,,,성이시돌 목장 비육사,33.3521222,126.345153,,,,
,,,,,피규어뮤지엄 서귀포,33.2816314,126.3553227,,,,
,,,,,동문야시장,33.5122341,126.5267013,,,,
,,,,,레슬리호텔,33.4814291,126.4705466,,,,
,,,,,제주 해피데이,33.4861316,126.4894194,,,,
,,,,,종달리엔,33.4938284,126.8995065,,,,
,,,,,마꼬또,33.4923465,126.4350889,,,,
,,,,,요시노스시,33.4354128,126.4255925,,,,
,,,,,학림,33.499565,126.5236038,,,,
,,,,,동진식당,33.5117306,126.5251683,,,,
,,,,,슬로우 트립,33.4612227,126.9140952,,,,
,,,,,한국 SGI 제주한일우호연수원,33.2406451,126.5563615,,,,
,,,,,김녕리수국길,33.5510747,126.7522326,,,,
,,,,,애월더선셋(카페),33.4574336,126.3089261,,,,
,,,,,몽상드애월(카페),33.4627502,126.3091009,,,,
,,,,,카멜리아힐,33.2895128,126.3706944,,,,
,,,,,도두해수파크,33.5085189,126.4713617,,,,
,,,,,용머리해안,33.2302258,126.3151329,,,,
,,,,,서귀포시청,33.2527917,126.5599872,,,,
,,,,,쇠소깍,33.2507657,126.6252409,,,,
,,,,,이마트,33.2485033,126.5093885,,,,
,,,,,일출랜드,33.3830828,126.8432041,,,,
,,,,,섭지코지,33.4125604,126.9349287,,,,
,,,,,용두암,33.5156559,126.5119341,,,,
,,,,,조아렌터카,33.4971153,126.4719771,,,,
,,,,,항몽유적지,33.4496958,126.4080783,,,,
,,,,,호텔시리우스,33.4933793,126.4912331,,,,
,,,,,조아렌터카,33.4971153,126.4719771,,,,
,,,,,제주공항(11:50분도착),33.5069689,126.4928332,,,,
,,,,,협재해수욕장,33.3943019,126.2398925,,,,
,,,,,천지연크리스탈호텔,33.2418787,126.562436,,,,
,,,,,제주 조각 공원,33.2529164,126.322589,,,,
,,,,,엠제이 호텔,33.4889741,126.4884545,,,,
,,,,,고래의꿈,33.3900255,126.8756099,,,,
,,,,,세계로식자재마트,33.4921779,126.4738131,,,,
